Drive_ID,Vendor,Model,Firmware_Version,Temperature_C,Total_TBW_TB,Total_TBR_TB,Power_On_Hours,Unsafe_Shutdowns,Media_Errors,Percent_Life_Used,Available_Spare,SMART_Warning_Flag,Failure_Mode,Failure_Flag
NVME-12408,Western Digital,SN850,3.0.5,34.3,814.93,964.68,22899,1,0,67.9,93.2,0,0,0
NVME-12409,Samsung,980 Pro,1.1.2,36.9,689.39,612.09,28290,1,0,57.4,94.3,0,0,0
NVME-12410,Intel,670p,1.1.2,40.4,100.26,101.52,5556,1,0,8.4,99.2,0,0,0
NVME-12411,Western Digital,SN850,3.0.5,32.1,1243.45,532.3,10054,0,44,100.0,6.1,1,1,1
NVME-12412,Western Digital,SN850,3.0.5,28.2,1261.64,152.46,13963,0,47,100.0,2.2,1,1,1
NVME-12413,Crucial,P5 Plus,3.0.5,43.4,0.96,0.81,39,2,0,0.1,100.0,0,0,0
NVME-12414,Western Digital,SN850,2.0.1,34.4,1181.34,1274.05,39355,1,0,98.4,90.2,0,0,0
NVME-12415,Intel,670p,2.0.1,49.2,1196.77,31.11,824,3,29,99.7,1.1,1,1,1
NVME-12416,Western Digital,SN850,1.1.2,39.5,1126.71,434.17,18568,0,45,93.9,4.3,1,1,1
NVME-12417,Crucial,P5 Plus,1.0.0,44.8,271.41,279.18,7981,0,0,22.6,97.7,0,0,0
NVME-12418,Intel,670p,2.1.0,36.3,241.76,259.31,12747,33,9,20.1,98.0,1,3,1
NVME-12419,Intel,670p,2.1.0,30.5,357.9,288.03,13382,0,0,29.8,97.0,0,0,0
NVME-12420,Samsung,980 Pro,2.1.0,32.9,142.98,117.79,8643,0,0,11.9,98.8,0,0,0
NVME-12421,Crucial,P5 Plus,1.0.0,30.7,399.92,439.51,31977,0,0,33.3,96.7,0,0,0
NVME-12422,Samsung,980 Pro,1.1.2,69.8,1356.94,1405.61,28078,0,7,100.0,88.7,0,2,1
NVME-12423,Crucial,P5 Plus,3.0.5,32.7,429.49,354.15,9674,0,0,35.8,96.4,0,0,0
NVME-12424,Samsung,980 Pro,1.1.2,28.5,1171.95,151.97,4878,0,35,97.7,0.3,1,1,1
NVME-12425,Western Digital,SN850,3.0.5,35.0,837.62,883.07,27214,1,0,69.8,93.0,0,0,0
NVME-12426,Seagate,FireCuda 530,3.0.5,46.4,399.03,458.78,18974,0,0,33.3,96.7,0,0,0
NVME-12427,Western Digital,SN850,3.0.5,33.7,231.65,253.8,10089,1,0,19.3,98.1,0,0,0
NVME-12428,Crucial,P5 Plus,3.0.5,42.0,290.36,270.59,12750,0,0,24.2,97.6,0,0,0
NVME-12429,Samsung,980 Pro,2.1.0,67.3,607.04,644.34,17780,0,9,50.6,94.9,0,2,1
NVME-12430,Intel,670p,1.0.0,27.0,1939.09,1791.27,39422,1,65,100.0,83.8,1,4,1
NVME-12431,Intel,670p,1.0.0,43.3,172.09,165.71,12624,2,0,14.3,98.6,0,0,0
NVME-12432,Seagate,FireCuda 530,2.0.1,29.2,1537.44,1401.92,35340,0,0,100.0,87.2,0,0,0
NVME-12433,Seagate,FireCuda 530,2.1.0,34.2,835.36,755.22,24366,1,0,69.6,93.0,0,0,0
NVME-12434,Western Digital,SN850,2.0.1,30.9,44.9,53.26,3792,0,59,3.7,99.6,1,4,1
NVME-12435,Intel,670p,2.1.0,38.5,727.28,824.37,18534,0,0,60.6,93.9,0,0,0
NVME-12436,Crucial,P5 Plus,1.1.2,33.3,1103.28,1120.74,32530,1,16,91.9,4.4,1,1,1
NVME-12437,Crucial,P5 Plus,1.1.2,34.6,1069.81,1203.71,78,1,8,89.2,91.1,1,5,1
NVME-12438,Crucial,P5 Plus,3.0.5,37.3,128.94,126.36,11687,0,0,10.7,98.9,0,0,0
NVME-12439,Crucial,P5 Plus,1.1.2,30.4,1110.62,1320.03,29995,0,0,92.6,90.7,0,0,0
NVME-12440,Intel,670p,2.1.0,35.0,480.73,416.6,35011,0,0,40.1,96.0,0,0,0
NVME-12441,Intel,670p,2.0.1,49.4,713.46,849.26,32615,1,5,59.5,94.1,0,2,1
NVME-12442,Western Digital,SN850,2.1.0,25.7,711.31,802.69,33335,0,0,59.3,94.1,0,0,0
NVME-12443,Crucial,P5 Plus,2.1.0,33.7,591.71,509.33,11924,0,0,49.3,95.1,0,0,0
NVME-12444,Western Digital,SN850,1.1.2,40.6,614.26,558.52,16960,0,0,51.2,94.9,0,0,0
NVME-12445,Western Digital,SN850,3.0.5,35.0,419.44,367.98,19939,1,0,35.0,96.5,0,0,0
NVME-12446,Seagate,FireCuda 530,2.0.1,37.7,25.8,27.11,664,1,0,2.2,99.8,0,0,0
NVME-12447,Western Digital,SN850,2.0.1,32.1,1726.56,1930.29,36890,0,0,100.0,85.6,0,0,0
NVME-12448,Seagate,FireCuda 530,1.1.2,44.4,1410.24,1574.24,34733,1,72,100.0,88.2,1,4,1
NVME-12449,Seagate,FireCuda 530,1.1.2,29.6,829.64,719.41,39718,0,0,69.1,93.1,0,0,0
NVME-12450,Intel,670p,1.1.2,36.1,531.54,588.61,18758,0,0,44.3,95.6,0,0,0
NVME-12451,Seagate,FireCuda 530,2.1.0,39.4,14.11,15.9,357,0,2,1.2,99.9,1,5,1
NVME-12452,Crucial,P5 Plus,2.0.1,27.2,310.1,347.18,22380,1,0,25.8,97.4,0,0,0
NVME-12453,Western Digital,SN850,1.1.2,36.7,1166.5,153.29,7051,1,19,97.2,0.1,1,1,1
NVME-12454,Intel,670p,2.0.1,38.8,929.3,872.95,36452,0,0,77.4,92.3,0,0,0
NVME-12455,Intel,670p,1.1.2,37.7,318.63,340.37,28621,0,0,26.6,97.3,0,0,0
NVME-12456,Crucial,P5 Plus,1.0.0,38.4,575.52,615.55,14924,0,0,48.0,95.2,0,0,0
NVME-12457,Intel,670p,1.0.0,33.1,1414.22,1247.87,32965,1,0,100.0,88.2,0,0,0
NVME-12458,Seagate,FireCuda 530,3.0.5,29.3,626.89,588.6,108,1,4,52.2,94.8,1,5,1
NVME-12459,Crucial,P5 Plus,3.0.5,44.5,604.64,584.57,19908,1,0,50.4,95.0,0,0,0
NVME-12460,Intel,670p,2.1.0,36.3,787.56,865.02,27166,0,0,65.6,93.4,0,0,0
NVME-12461,Western Digital,SN850,1.1.2,31.2,1198.68,646.94,15770,0,33,99.9,0.0,1,1,1
NVME-12462,Western Digital,SN850,1.0.0,37.3,1853.46,2145.65,37792,0,36,100.0,84.6,1,4,1
NVME-12463,Samsung,980 Pro,1.1.2,72.9,17.97,15.84,391,0,5,1.5,99.9,0,2,1
NVME-12464,Western Digital,SN850,2.0.1,42.9,1139.83,588.87,21397,1,37,95.0,4.1,1,1,1
NVME-12465,Western Digital,SN850,1.0.0,35.4,505.91,503.42,32531,0,0,42.2,95.8,0,0,0
NVME-12466,Western Digital,SN850,2.0.1,40.7,703.04,636.08,26128,2,0,58.6,94.1,0,0,0
NVME-12467,Crucial,P5 Plus,1.0.0,33.2,1122.32,15.72,284,0,26,93.5,3.5,1,1,1
NVME-12468,Western Digital,SN850,3.0.5,42.5,888.74,735.3,24370,47,7,74.1,92.6,1,3,1
NVME-12469,Samsung,980 Pro,2.1.0,38.6,222.69,250.64,9693,0,0,18.6,98.1,0,0,0
NVME-12470,Crucial,P5 Plus,2.1.0,35.6,18.47,16.9,1301,1,0,1.5,99.8,0,0,0
NVME-12471,Intel,670p,2.0.1,39.8,16.32,13.92,457,2,0,1.4,99.9,0,0,0
NVME-12472,Seagate,FireCuda 530,3.0.5,37.4,310.74,359.35,6258,0,0,25.9,97.4,0,0,0
NVME-12473,Samsung,980 Pro,2.0.1,29.1,304.24,252.23,10576,0,0,25.4,97.5,0,0,0
NVME-12474,Western Digital,SN850,1.0.0,41.9,741.63,658.86,14932,0,0,61.8,93.8,0,0,0
NVME-12475,Crucial,P5 Plus,3.0.5,23.9,782.11,918.56,38650,0,0,65.2,93.5,0,0,0
NVME-12476,Seagate,FireCuda 530,2.0.1,33.7,1131.45,1227.23,26572,0,0,94.3,90.6,0,0,0
NVME-12477,Seagate,FireCuda 530,2.0.1,40.0,145.52,151.53,5386,0,0,12.1,98.8,0,0,0
NVME-12478,Western Digital,SN850,3.0.5,38.7,261.62,275.29,10241,0,0,21.8,97.8,0,0,0
NVME-12479,Crucial,P5 Plus,3.0.5,36.2,74.44,79.51,1911,0,0,6.2,99.4,0,0,0
NVME-12480,Western Digital,SN850,1.1.2,35.2,1723.02,2008.35,36711,0,0,100.0,85.6,0,0,0
NVME-12481,Intel,670p,1.0.0,33.7,1189.32,1197.68,23824,2,92,99.1,90.1,1,4,1
NVME-12482,Western Digital,SN850,1.1.2,38.3,1106.35,1056.41,31201,1,31,92.2,9.6,1,1,1
NVME-12483,Western Digital,SN850,2.1.0,37.2,605.78,600.56,19306,0,0,50.5,95.0,0,0,0
NVME-12484,Seagate,FireCuda 530,1.1.2,29.0,1095.13,653.52,19655,1,38,91.3,3.8,1,1,1
NVME-12485,Western Digital,SN850,1.0.0,26.1,244.8,291.88,8955,0,0,20.4,98.0,0,0,0
NVME-12486,Western Digital,SN850,3.0.5,35.1,1329.13,1392.34,35655,0,0,100.0,88.9,0,0,0
NVME-12487,Intel,670p,1.1.2,39.3,352.43,417.92,8746,1,0,29.4,97.1,0,0,0
NVME-12488,Seagate,FireCuda 530,3.0.5,40.8,1246.87,1309.41,30286,0,0,100.0,89.6,0,0,0
NVME-12489,Seagate,FireCuda 530,2.1.0,33.0,108.55,116.46,5418,0,0,9.0,99.1,0,0,0
NVME-12490,Crucial,P5 Plus,2.1.0,35.7,240.4,233.83,21966,0,0,20.0,98.0,0,0,0
NVME-12491,Samsung,980 Pro,3.0.5,53.2,1234.63,1208.98,32314,0,11,100.0,89.7,0,2,1
NVME-12492,Crucial,P5 Plus,2.1.0,38.2,413.98,397.82,12742,0,0,34.5,96.6,0,0,0
NVME-12493,Seagate,FireCuda 530,3.0.5,26.0,830.27,948.42,37239,0,0,69.2,93.1,0,0,0
NVME-12494,Seagate,FireCuda 530,1.0.0,27.9,1071.66,1035.48,34134,0,81,89.3,91.1,1,4,1
NVME-12495,Samsung,980 Pro,1.1.2,28.8,554.12,586.42,20455,0,0,46.2,95.4,0,0,0
NVME-12496,Intel,670p,2.0.1,36.0,978.68,872.9,37719,0,0,81.6,91.8,0,0,0
NVME-12497,Western Digital,SN850,2.0.1,38.7,1257.72,947.05,21774,1,31,100.0,1.2,1,1,1
NVME-12498,Crucial,P5 Plus,1.1.2,27.3,1213.77,192.42,8459,0,49,100.0,2.5,1,1,1
NVME-12499,Intel,670p,2.1.0,35.8,395.57,370.21,9456,0,0,33.0,96.7,0,0,0
NVME-12500,Samsung,980 Pro,2.1.0,32.1,161.12,139.71,12896,29,9,13.4,98.7,1,3,1
NVME-12501,Seagate,FireCuda 530,2.0.1,37.6,1104.96,170.11,9550,0,11,92.1,5.9,1,1,1
NVME-12502,Samsung,980 Pro,1.1.2,36.8,300.46,260.42,15980,40,9,25.0,97.5,1,3,1
NVME-12503,Crucial,P5 Plus,3.0.5,73.4,426.73,348.33,9085,0,6,35.6,96.4,0,2,1
NVME-12504,Intel,670p,1.0.0,34.8,1158.63,1620.86,31809,2,15,96.6,0.7,1,1,1
NVME-12505,Seagate,FireCuda 530,2.1.0,33.6,950.21,781.75,24004,1,0,79.2,92.1,0,0,0
NVME-12506,Intel,670p,2.1.0,34.6,346.45,387.21,9699,2,70,28.9,97.1,1,4,1
NVME-12507,Intel,670p,1.0.0,41.2,1297.78,1067.39,35998,3,0,100.0,89.2,0,0,0
NVME-12508,Western Digital,SN850,1.0.0,37.8,1364.93,1336.06,32892,0,0,100.0,88.6,0,0,0
NVME-12509,Crucial,P5 Plus,1.1.2,68.8,119.18,103.77,3012,2,9,9.9,99.0,0,2,1
NVME-12510,Western Digital,SN850,1.0.0,37.6,177.37,189.94,3873,1,97,14.8,98.5,1,4,1
NVME-12511,Western Digital,SN850,2.0.1,38.8,449.19,497.91,38982,0,0,37.4,96.3,0,0,0
NVME-12512,Seagate,FireCuda 530,3.0.5,63.2,284.89,273.84,27817,0,13,23.7,97.6,0,2,1
NVME-12513,Intel,670p,1.1.2,38.3,388.47,415.75,15658,0,0,32.4,96.8,0,0,0
NVME-12514,Western Digital,SN850,2.1.0,30.2,1102.7,597.03,21966,1,38,91.9,4.8,1,1,1
NVME-12515,Crucial,P5 Plus,2.0.1,30.3,1304.53,1530.4,28875,0,36,100.0,3.9,1,1,1
NVME-12516,Western Digital,SN850,1.1.2,82.2,372.17,333.47,11229,2,10,31.0,96.9,1,2,1
NVME-12517,Samsung,980 Pro,3.0.5,42.0,298.74,319.09,22504,0,0,24.9,97.5,0,0,0
NVME-12518,Intel,670p,2.0.1,44.5,375.97,338.58,34401,0,0,31.3,96.9,0,0,0
NVME-12519,Crucial,P5 Plus,2.0.1,31.0,375.98,448.85,425,0,18,31.3,96.9,1,5,1
NVME-12520,Intel,670p,2.1.0,36.7,1188.6,520.54,12382,0,41,99.1,2.6,1,1,1
NVME-12521,Crucial,P5 Plus,2.0.1,32.0,1255.0,1274.34,33227,1,22,100.0,89.5,1,4,1
NVME-12522,Western Digital,SN850,2.1.0,85.6,888.94,1013.89,20835,0,13,74.1,92.6,1,2,1
NVME-12523,Samsung,980 Pro,2.1.0,36.5,1109.88,1256.98,32168,0,0,92.5,90.8,0,0,0
NVME-12524,Samsung,980 Pro,3.0.5,41.9,1108.9,979.49,36315,1,9,92.4,5.5,1,1,1
NVME-12525,Western Digital,SN850,2.1.0,45.0,1256.73,1199.22,32979,0,0,100.0,89.5,0,0,0
NVME-12526,Samsung,980 Pro,2.0.1,32.1,55.69,48.56,3185,18,5,4.6,99.5,0,3,1
NVME-12527,Intel,670p,2.0.1,25.4,957.18,891.21,30267,0,0,79.8,92.0,0,0,0
NVME-12528,Intel,670p,2.0.1,33.7,1161.38,726.75,17177,0,15,96.8,5.7,1,1,1
NVME-12529,Crucial,P5 Plus,2.0.1,84.9,524.71,524.35,18924,0,14,43.7,95.6,1,2,1
NVME-12530,Seagate,FireCuda 530,3.0.5,35.5,853.84,880.6,23903,0,0,71.2,92.9,0,0,0
NVME-12531,Crucial,P5 Plus,3.0.5,35.2,891.18,912.75,127,0,8,74.3,92.6,1,5,1
NVME-12532,Intel,670p,2.0.1,40.0,263.12,293.87,9419,23,1,21.9,97.8,0,3,1
NVME-12533,Seagate,FireCuda 530,2.0.1,41.0,331.32,344.5,10735,2,0,27.6,97.2,0,0,0
NVME-12534,Crucial,P5 Plus,2.0.1,37.1,289.84,308.1,16335,10,6,24.2,97.6,0,3,1
NVME-12535,Intel,670p,3.0.5,26.4,1310.22,690.0,20971,0,19,100.0,3.4,1,1,1
NVME-12536,Crucial,P5 Plus,3.0.5,41.0,386.39,389.31,26763,0,0,32.2,96.8,0,0,0
NVME-12537,Intel,670p,2.1.0,37.0,897.18,821.94,38648,0,0,74.8,92.5,0,0,0
NVME-12538,Crucial,P5 Plus,2.1.0,92.4,1436.97,1280.57,35934,1,3,100.0,88.0,1,2,1
NVME-12539,Crucial,P5 Plus,1.1.2,73.0,266.36,243.63,14807,1,3,22.2,97.8,0,2,1
NVME-12540,Seagate,FireCuda 530,3.0.5,40.9,1254.87,589.78,27433,2,48,100.0,6.5,1,1,1
NVME-12541,Samsung,980 Pro,3.0.5,27.6,78.94,83.5,3346,0,0,6.6,99.3,0,0,0
NVME-12542,Crucial,P5 Plus,2.0.1,86.0,417.26,357.44,11344,1,5,34.8,96.5,1,2,1
NVME-12543,Seagate,FireCuda 530,1.0.0,43.3,1087.11,1263.87,23392,0,0,90.6,90.9,0,0,0
NVME-12544,Seagate,FireCuda 530,1.1.2,35.0,40.26,47.08,1337,0,0,3.4,99.7,0,0,0
NVME-12545,Samsung,980 Pro,1.0.0,38.2,510.26,557.93,12796,1,0,42.5,95.7,0,0,0
NVME-12546,Crucial,P5 Plus,2.0.1,44.0,331.84,297.73,9181,0,0,27.7,97.2,0,0,0
NVME-12547,Seagate,FireCuda 530,2.1.0,36.8,1262.46,674.31,39361,1,25,100.0,6.9,1,1,1
NVME-12548,Seagate,FireCuda 530,1.0.0,39.7,477.58,536.51,16909,1,77,39.8,96.0,1,4,1
NVME-12549,Crucial,P5 Plus,2.0.1,36.6,1263.16,428.63,9984,1,38,100.0,7.4,1,1,1
NVME-12550,Intel,670p,1.1.2,64.0,461.8,535.95,10787,0,6,38.5,96.2,0,2,1
NVME-12551,Seagate,FireCuda 530,2.0.1,25.1,1165.91,1036.34,30177,0,0,97.2,90.3,0,0,0
NVME-12552,Seagate,FireCuda 530,2.1.0,30.2,174.49,159.92,6943,1,62,14.5,98.5,1,4,1
NVME-12553,Intel,670p,2.1.0,32.7,45.43,39.91,3252,0,0,3.8,99.6,0,0,0
NVME-12554,Seagate,FireCuda 530,1.0.0,64.4,761.49,683.39,15494,1,7,63.5,93.7,0,2,1
NVME-12555,Seagate,FireCuda 530,1.1.2,39.3,95.47,82.23,6656,0,0,8.0,99.2,0,0,0
NVME-12556,Western Digital,SN850,2.0.1,36.0,795.79,828.68,26555,2,0,66.3,93.4,0,0,0
NVME-12557,Intel,670p,2.1.0,23.8,211.15,249.1,7266,0,0,17.6,98.2,0,0,0
NVME-12558,Intel,670p,2.1.0,34.0,777.1,716.24,29275,49,7,64.8,93.5,1,3,1
NVME-12559,Crucial,P5 Plus,1.0.0,40.0,1090.24,820.26,17317,0,36,90.9,1.3,1,1,1
NVME-12560,Intel,670p,1.1.2,35.2,450.24,501.04,38247,0,0,37.5,96.2,0,0,0
NVME-12561,Crucial,P5 Plus,1.1.2,71.8,637.49,746.13,26353,1,8,53.1,94.7,0,2,1
NVME-12562,Samsung,980 Pro,1.0.0,42.1,275.81,288.67,20600,0,0,23.0,97.7,0,0,0
NVME-12563,Western Digital,SN850,2.1.0,29.1,54.55,52.77,5070,0,0,4.5,99.5,0,0,0
NVME-12564,Crucial,P5 Plus,3.0.5,38.4,927.47,1089.69,26759,0,0,77.3,92.3,0,0,0
NVME-12565,Seagate,FireCuda 530,3.0.5,34.9,811.43,862.81,30217,2,0,67.6,93.2,0,0,0
NVME-12566,Crucial,P5 Plus,1.0.0,29.3,968.74,1151.14,28427,40,7,80.7,91.9,1,3,1
NVME-12567,Intel,670p,1.0.0,42.9,1245.92,1655.06,32343,0,10,100.0,0.1,1,1,1
NVME-12568,Seagate,FireCuda 530,1.1.2,41.1,1316.0,990.01,29718,0,45,100.0,6.5,1,1,1
NVME-12569,Intel,670p,1.1.2,38.8,350.44,368.86,13970,1,0,29.2,97.1,0,0,0
NVME-12570,Crucial,P5 Plus,1.0.0,29.2,635.86,730.17,54,1,18,53.0,94.7,1,5,1
NVME-12571,Intel,670p,2.0.1,37.4,804.49,664.01,38096,2,0,67.0,93.3,0,0,0
NVME-12572,Seagate,FireCuda 530,1.0.0,34.4,452.35,515.56,26168,0,64,37.7,96.2,1,4,1
NVME-12573,Seagate,FireCuda 530,2.1.0,33.2,822.11,709.45,22545,0,0,68.5,93.1,0,0,0
NVME-12574,Samsung,980 Pro,2.1.0,31.3,29.37,31.05,907,0,0,2.4,99.8,0,0,0
NVME-12575,Crucial,P5 Plus,3.0.5,34.3,1228.15,906.83,19623,0,47,100.0,8.7,1,1,1
NVME-12576,Samsung,980 Pro,3.0.5,80.9,237.87,249.36,19182,0,6,19.8,98.0,1,2,1
NVME-12577,Seagate,FireCuda 530,3.0.5,32.1,770.51,878.34,27839,0,0,64.2,93.6,0,0,0
NVME-12578,Crucial,P5 Plus,1.1.2,39.3,1110.43,151.25,11223,0,42,92.5,9.9,1,1,1
NVME-12579,Intel,670p,1.0.0,35.1,1780.56,1697.79,35871,1,0,100.0,85.2,0,0,0
NVME-12580,Intel,670p,2.0.1,37.9,552.21,638.66,11842,29,7,46.0,95.4,1,3,1
NVME-12581,Samsung,980 Pro,2.1.0,36.1,421.93,407.95,19232,1,0,35.2,96.5,0,0,0
NVME-12582,Western Digital,SN850,1.0.0,40.9,1080.06,1084.63,25754,0,40,90.0,8.2,1,1,1
NVME-12583,Samsung,980 Pro,3.0.5,78.8,102.65,115.83,3072,0,10,8.6,99.1,0,2,1
NVME-12584,Western Digital,SN850,2.0.1,28.5,853.23,888.17,23882,1,0,71.1,92.9,0,0,0
NVME-12585,Intel,670p,1.0.0,82.4,840.11,851.57,24763,0,14,70.0,93.0,1,2,1
NVME-12586,Samsung,980 Pro,1.1.2,80.7,1216.14,1190.96,26834,1,3,100.0,89.9,1,2,1
NVME-12587,Crucial,P5 Plus,3.0.5,44.4,1156.4,533.65,26250,0,16,96.4,8.6,1,1,1
NVME-12588,Crucial,P5 Plus,2.0.1,32.3,1476.49,1517.67,33110,1,0,100.0,87.7,0,0,0
NVME-12589,Western Digital,SN850,2.0.1,35.5,1145.19,1005.28,22044,0,16,95.4,8.6,1,1,1
NVME-12590,Intel,670p,1.0.0,34.4,266.58,241.5,15421,11,3,22.2,97.8,0,3,1
NVME-12591,Crucial,P5 Plus,2.0.1,37.6,1243.78,286.39,13455,0,24,100.0,8.0,1,1,1
NVME-12592,Seagate,FireCuda 530,1.1.2,42.4,217.54,180.74,6228,0,0,18.1,98.2,0,0,0
NVME-12593,Intel,670p,1.0.0,34.9,791.58,864.5,36059,2,84,66.0,93.4,1,4,1
NVME-12594,Samsung,980 Pro,1.0.0,38.6,344.87,331.91,22630,0,0,28.7,97.1,0,0,0
NVME-12595,Western Digital,SN850,2.1.0,33.9,899.33,993.69,37338,0,0,74.9,92.5,0,0,0
NVME-12596,Intel,670p,2.0.1,36.4,1012.26,1095.84,27994,2,0,84.4,91.6,0,0,0
NVME-12597,Seagate,FireCuda 530,1.0.0,77.8,85.72,90.74,1955,0,7,7.1,99.3,0,2,1
NVME-12598,Crucial,P5 Plus,1.1.2,36.0,452.24,419.72,23263,1,0,37.7,96.2,0,0,0
NVME-12599,Seagate,FireCuda 530,2.1.0,38.9,180.46,146.27,4047,1,0,15.0,98.5,0,0,0
NVME-12600,Crucial,P5 Plus,2.0.1,36.2,248.94,267.19,5300,0,0,20.7,97.9,0,0,0
NVME-12601,Crucial,P5 Plus,1.0.0,37.0,667.94,781.88,19479,0,0,55.7,94.4,0,0,0
NVME-12602,Crucial,P5 Plus,1.0.0,76.6,542.63,586.68,11555,3,7,45.2,95.5,0,2,1
NVME-12603,Western Digital,SN850,1.1.2,43.0,345.1,343.57,24204,0,0,28.8,97.1,0,0,0
NVME-12604,Western Digital,SN850,1.0.0,95.1,585.08,535.62,12017,0,10,48.8,95.1,1,2,1
NVME-12605,Crucial,P5 Plus,3.0.5,37.1,296.55,241.48,13114,0,0,24.7,97.5,0,0,0
NVME-12606,Seagate,FireCuda 530,2.1.0,35.6,199.04,174.02,15871,41,1,16.6,98.3,1,3,1
NVME-12607,Samsung,980 Pro,2.1.0,34.0,706.77,720.27,28532,0,0,58.9,94.1,0,0,0
NVME-12608,Seagate,FireCuda 530,3.0.5,44.0,796.14,892.81,24555,0,0,66.3,93.4,0,0,0
NVME-12609,Intel,670p,1.0.0,34.6,505.21,482.16,224,1,13,42.1,95.8,1,5,1
NVME-12610,Seagate,FireCuda 530,2.1.0,35.6,198.75,203.38,12754,1,0,16.6,98.3,0,0,0
NVME-12611,Seagate,FireCuda 530,1.0.0,38.9,1254.7,124.38,11174,1,32,100.0,8.3,1,1,1
NVME-12612,Samsung,980 Pro,3.0.5,76.7,44.94,37.95,2331,0,12,3.7,99.6,0,2,1
NVME-12613,Seagate,FireCuda 530,2.0.1,37.5,982.56,1123.89,37532,3,0,81.9,91.8,0,0,0
NVME-12614,Seagate,FireCuda 530,1.0.0,95.1,543.84,485.73,13364,0,3,45.3,95.5,1,2,1
NVME-12615,Intel,670p,1.0.0,41.3,1009.0,913.61,23279,0,0,84.1,91.6,0,0,0
NVME-12616,Samsung,980 Pro,3.0.5,31.1,332.74,331.76,9873,1,0,27.7,97.2,0,0,0
NVME-12617,Samsung,980 Pro,3.0.5,30.2,75.63,75.93,6194,0,0,6.3,99.4,0,0,0
NVME-12618,Crucial,P5 Plus,2.1.0,36.1,72.39,81.04,2802,0,0,6.0,99.4,0,0,0
NVME-12619,Intel,670p,1.1.2,29.8,441.29,490.46,29827,0,0,36.8,96.3,0,0,0
NVME-12620,Samsung,980 Pro,2.0.1,38.3,310.4,312.82,26863,0,0,25.9,97.4,0,0,0
NVME-12621,Crucial,P5 Plus,3.0.5,39.9,121.16,126.05,7876,0,0,10.1,99.0,0,0,0
NVME-12622,Samsung,980 Pro,3.0.5,45.8,1112.34,79.33,3425,1,39,92.7,4.5,1,1,1
NVME-12623,Intel,670p,1.1.2,31.6,305.18,359.76,11970,0,0,25.4,97.5,0,0,0
NVME-12624,Seagate,FireCuda 530,2.0.1,31.9,162.32,133.84,7098,1,0,13.5,98.6,0,0,0
NVME-12625,Seagate,FireCuda 530,3.0.5,38.0,1265.88,549.87,12141,0,42,100.0,0.2,1,1,1
NVME-12626,Seagate,FireCuda 530,3.0.5,34.6,137.34,149.28,2770,1,0,11.4,98.9,0,0,0
NVME-12627,Crucial,P5 Plus,1.1.2,41.3,1196.11,1364.92,29095,0,0,99.7,90.0,0,0,0
NVME-12628,Western Digital,SN850,2.1.0,39.9,457.36,536.05,34301,0,0,38.1,96.2,0,0,0
NVME-12629,Western Digital,SN850,3.0.5,43.3,393.61,314.91,19856,1,0,32.8,96.7,0,0,0
NVME-12630,Seagate,FireCuda 530,2.0.1,42.1,1136.76,67.37,5547,0,10,94.7,8.4,1,1,1
NVME-12631,Samsung,980 Pro,1.1.2,33.1,1259.58,539.48,23509,0,13,100.0,1.3,1,1,1
NVME-12632,Seagate,FireCuda 530,1.1.2,37.7,1191.03,217.77,5353,0,34,99.3,0.6,1,1,1
NVME-12633,Seagate,FireCuda 530,1.1.2,36.1,760.71,633.08,16242,1,0,63.4,93.7,0,0,0
NVME-12634,Samsung,980 Pro,1.0.0,32.8,988.77,816.89,34586,0,0,82.4,91.8,0,0,0
NVME-12635,Crucial,P5 Plus,2.1.0,30.9,470.87,562.58,10982,0,0,39.2,96.1,0,0,0
NVME-12636,Crucial,P5 Plus,3.0.5,37.8,1813.29,2105.53,38155,3,0,100.0,84.9,0,0,0
NVME-12637,Western Digital,SN850,1.0.0,34.8,81.44,65.92,5298,0,0,6.8,99.3,0,0,0
NVME-12638,Intel,670p,1.1.2,40.1,784.31,672.04,26555,1,0,65.4,93.5,0,0,0
NVME-12639,Crucial,P5 Plus,1.1.2,31.8,348.96,393.1,11630,0,0,29.1,97.1,0,0,0
NVME-12640,Seagate,FireCuda 530,3.0.5,39.2,134.78,120.33,2817,0,0,11.2,98.9,0,0,0
NVME-12641,Intel,670p,1.0.0,35.3,812.59,832.17,19414,0,0,67.7,93.2,0,0,0
NVME-12642,Intel,670p,3.0.5,41.2,580.64,480.27,12231,0,0,48.4,95.2,0,0,0
NVME-12643,Seagate,FireCuda 530,2.0.1,37.2,1082.88,965.37,28314,1,15,90.2,3.8,1,1,1
NVME-12644,Samsung,980 Pro,2.0.1,36.0,306.58,325.11,12117,1,0,25.5,97.4,0,0,0
NVME-12645,Western Digital,SN850,2.1.0,33.8,1108.99,1554.66,35192,2,29,92.4,8.3,1,1,1
NVME-12646,Samsung,980 Pro,2.0.1,35.7,1285.5,1255.18,36887,0,0,100.0,89.3,0,0,0
NVME-12647,Seagate,FireCuda 530,2.1.0,33.3,1517.66,1785.6,34912,0,0,100.0,87.4,0,0,0
NVME-12648,Western Digital,SN850,1.1.2,36.1,1112.55,1146.41,26570,1,23,92.7,9.2,1,1,1
NVME-12649,Intel,670p,1.0.0,76.2,114.86,107.34,10212,0,2,9.6,99.0,0,2,1
NVME-12650,Seagate,FireCuda 530,1.0.0,32.6,48.05,48.45,1165,0,0,4.0,99.6,0,0,0
